id_Cliente;CNPJ;Nome_Empresa;Segmento;UF;Cidade;Data_Cadastro;Status_Ativo;;
19;429-12-9880;Tambee;Varejo;GO;Nova Pazova;05/09/2016;Ativo;;
183;304-58-7769;Trilith;Varejo;TO;Al Aḩmadī;10/12/2017;Inativo;;
143;667-77-1427;Yodo;Serviços;PR;Phichit;04/07/2013;Ativo;;
278;565-76-2522;Realfire;Serviços;SC;Psáry;25/05/2024;Ativo;;
678;640-78-8065;Eire;Varejo;PA;Zengjia;27/07/2024;Ativo;;
212;423-07-6368;Mydeo;Industria;RN;San Jacinto;08/10/2015;Ativo;;
658;211-19-2930;Topiczoom;Industria;PA;Bungabon;23/11/2020;Inativo;;
11;209-95-0896;Meedoo;Serviços;MT;Palykavichy Pyershyya;12/02/2024;Inativo;;
19;654-30-1554;Katz;Industria;AM;Yaogou;18/02/2024;Ativo;;
153;691-64-2037;Katz;Serviços;SE;Opuzen;15/08/2024;Ativo;;
985;822-59-5931;Devcast;Varejo;SP;Konče;05/11/2013;Inativo;;
547;260-78-6784;Oyoloo;Varejo;SE;Niandou;20/05/2014;Ativo;;
821;601-06-4675;Flashdog;Industria;MT;Cawayan;11/03/2008;Inativo;;
3;189-93-3403;Twitterlist;Industria;MG;Lisakovsk;10/06/2011;Ativo;;
669;146-57-6692;Skaboo;Industria;RJ;Kim Sơn;28/01/2014;Ativo;;
727;145-57-3379;Divape;Industria;MT;Mpika;26/10/2008;Ativo;;
716;660-09-9415;Jabbersphere;Serviços;RN;Guadalupe;10/10/2008;Ativo;;
315;842-09-8460;Devpoint;Varejo;PA;Fès;21/02/2019;Ativo;;
536;596-39-2889;Divape;Varejo;SE;Batulawang;22/02/2008;Inativo;;
477;358-54-4750;Photospace;Industria;RN;Edinburgh of the Seven Seas;27/09/2015;Inativo;;
115;325-55-0539;Fivebridge;Serviços;MA;Nowosielce-Gniewosz;06/07/2018;Ativo;;
442;757-69-3088;Zoomzone;Serviços;SE;Santa Cruz;06/04/2015;Ativo;;
878;767-20-1234;Eabox;Varejo;MA;Kotaagung;07/01/2025;Ativo;;
837;261-08-7178;Oozz;Varejo;MT;Mongaguá;20/07/2024;Ativo;;
384;581-87-7008;Thoughtbeat;Varejo;RS;Landi Kotal;10/12/2018;Inativo;;
101;418-28-7892;Avavee;Varejo;GO;Sandymount;23/01/2009;Inativo;;
775;119-62-8483;Roodel;Varejo;RR;Illkirch-Graffenstaden;08/06/2013;Ativo;;
180;860-23-5540;Youopia;Varejo;RN;Nogueira;21/02/2017;Ativo;;
33;206-83-6538;Mudo;Varejo;MS;Masaraway;11/01/2016;Inativo;;
40;156-93-8925;Teklist;Varejo;SP;Heishan;26/02/2025;Inativo;;
181;211-60-7208;Flipopia;Serviços;MS;Boshi;25/08/2008;Ativo;;
871;109-80-0383;Roodel;Serviços;SP;Calinog;18/12/2013;Inativo;;
843;860-43-9750;Rhyloo;Varejo;RN;Qinghaihu;30/12/2016;Ativo;;
